1.673903489929351451e-06	8.952781915755959607e-01	5.151329405502147019e+00
4.019235743869808974e-05	4.971050128348555308e-01	2.806085297603500450e+00
1.760277680229460628e-06	3.857663750928457258e-01	2.386374247774078583e+00
1.872999125396290765e-05	3.270803932287066340e-01	2.000252100124176202e+00
4.223493115440568602e-05	2.893451019337667796e-01	1.727056739380572470e+00
1.678962795600286162e-05	2.623117589859915721e-01	1.556484472228200744e+00
1.662080226361162261e-05	2.417466957725314392e-01	1.381525715571346957e+00
5.141915420117659785e-05	2.254552764122242925e-01	1.288134846597616345e+00
1.084436008991218614e-06	2.121469956857209849e-01	1.167427798267412831e+00
7.176142403669816261e-06	2.009972185117833432e-01	1.107553999886085272e+00
3.873748799204657089e-06	1.914513991031760731e-01	1.019291969287061672e+00
1.036038940416261767e-06	1.831777659097935385e-01	9.763648930374698720e-01
1.328884391918819241e-05	1.758696551313180811e-01	9.088632143437407329e-01
4.125628042472850865e-06	1.693955019480972435e-01	8.756270997355826147e-01
8.696132283506075034e-06	1.635795688303279538e-01	8.248155170102016154e-01
2.698284708416154309e-05	1.582788721956326083e-01	7.950474169108661116e-01
4.608666980321363127e-06	1.534816691581183390e-01	7.633245893996647435e-01
4.803354649654534292e-07	1.490351135108501646e-01	7.307251107307173310e-01
3.498754524960956402e-06	1.449630290467767146e-01	7.184112364914763127e-01
1.167780001047613592e-05	1.411517888228375484e-01	6.921052399769999086e-01
2.419758625424317522e-05	1.376472488443607478e-01	6.803973370730781456e-01
9.866701651262133055e-06	1.343338413207507132e-01	6.593984807503336931e-01
5.318353820851773328e-06	1.312766140640628798e-01	6.476114215895644177e-01
1.493495195714622525e-05	1.283658959209736661e-01	6.306825041026855594e-01
5.069179866534767598e-06	1.256593665401564142e-01	6.188517911883759659e-01
9.191570610092569815e-06	1.230900847466900316e-01	6.051216849365277373e-01
1.288098903390322292e-05	1.206739985641208102e-01	5.932488488054969977e-01
8.457699546132735335e-07	1.183702718508036628e-01	5.820908878581212420e-01
2.160173835288881072e-05	1.161894288709900275e-01	5.701677686207317075e-01
1.541565752596896210e-05	1.141150693480986050e-01	5.611199030409255162e-01
1.162716116945988754e-07	1.121369187563318048e-01	5.495621058124666725e-01
6.985795474260397819e-06	1.102537707621066149e-01	5.418525450433756552e-01
4.497985471516030564e-06	1.084527702328208915e-01	5.314464509192746711e-01
8.108216723444472418e-06	1.067285266916689623e-01	5.240166241069981190e-01
2.753342495026567249e-06	1.050771458765690919e-01	5.145531802864925508e-01
1.405471088965909443e-06	1.034965880104567748e-01	5.074019539702043780e-01
6.557496092032821799e-07	1.019745709811954171e-01	4.987214475111007572e-01
2.185749459648889115e-06	1.005145400361006774e-01	4.918442720736208584e-01
6.081063543328379950e-06	9.910422662545134709e-02	4.838233174470996101e-01
5.254324127762499685e-06	9.774856182890856449e-02	4.772134907381037072e-01
3.662363178662253471e-06	9.643785045966442315e-02	4.697556718561474165e-01
2.100245065909944753e-06	9.517864164385494985e-02	4.634051101183813137e-01
8.122908323748845305e-08	9.395905410036541061e-02	4.564342051651467114e-01
3.005766348321975423e-06	9.278502275935333887e-02	4.503339338273253945e-01
2.694385215787353793e-06	9.164623625931980766e-02	4.439046582190357415e-01
2.159053969149303531e-06	9.054872521703337396e-02	4.379294591178103935e-01
7.060225774332962168e-06	8.947853702549606048e-02	4.321947857398498183e-01
1.190983346476687244e-05	8.845077380740852535e-02	4.261324841391688212e-01
1.380321377378312953e-06	8.744363270973742885e-02	4.210101030026970337e-01
2.361891092892819816e-06	8.647574926854560695e-02	4.151811758351160453e-01
3.292227815712700512e-07	8.552617805142791185e-02	4.103137085312337229e-01
2.832983884653791917e-06	8.461278847267302006e-02	4.047678349674285192e-01
1.812685759043641820e-06	8.371721366188121516e-02	4.000729078339106959e-01
1.200474186772992891e-06	8.285343568024404470e-02	3.947883045554578807e-01
3.808440365293819241e-07	8.200798090068441015e-02	3.902584460783338205e-01
6.545748174928422980e-06	8.118948345933910127e-02	3.852160761969200542e-01
5.921011782296370374e-06	8.038850886019016651e-02	3.808439244269760104e-01
3.343863448579398323e-06	7.960993634261213925e-02	3.760270141650245423e-01
6.893904306082276889e-06	7.885167839977205717e-02	3.718053518198973784e-01
1.867681362455186900e-06	7.811023460127858309e-02	3.671990112824199404e-01
4.229290546220454416e-06	7.739006457294222985e-02	3.631207968396061303e-01
1.710749070987782616e-06	7.668345047129380976e-02	3.590617889508733729e-01
1.136063687567911984e-06	7.599863073819353165e-02	3.549253304746201598e-01
1.817604335888067801e-06	7.532565504350666186e-02	3.512285653110373551e-01
5.481554164826762943e-06	7.467208680520447117e-02	3.472472445998525115e-01
3.652125212166845714e-06	7.403080122799481078e-02	3.436651124107524824e-01
3.031687687497786055e-06	7.340691513811511970e-02	3.398311262831208435e-01
1.024140525799840939e-06	7.279412613711609692e-02	3.363583660914803430e-01
3.478080807584049694e-06	7.219865355794023720e-02	3.326645824005767249e-01
6.576613505560047201e-06	7.161270709054043393e-02	3.292960951711647044e-01
8.673428635308511048e-07	7.104011879674695940e-02	3.257359582349924620e-01
6.396306294842446505e-06	7.048151976856439904e-02	3.224668256442532743e-01
3.167646140694868606e-06	6.993106505371080028e-02	3.190342789094467446e-01
2.110285240617196245e-06	6.939757007074599804e-02	3.158597766959624353e-01
2.132297731757826220e-06	6.886916223491110212e-02	3.125491990553748156e-01
4.465366224337685708e-06	6.835768336442402116e-02	3.094648057730217672e-01
1.780627322922612166e-06	6.784993050824431049e-02	3.062709587679582346e-01
7.713141933866907163e-07	6.735868805939630721e-02	3.032723606783783166e-01
2.136171819586141218e-06	6.687146218009167031e-02	3.001903444314988345e-01
4.424542643516327090e-07	6.639850186973476898e-02	2.972734371930040309e-01
4.407314969201436838e-06	6.593023961341050454e-02	2.942986533869343946e-01
1.890364280665579599e-07	6.547631422498842446e-02	2.914595411216681642e-01
4.710628462412103090e-06	6.502629770476811566e-02	2.885876616977101072e-01
7.020254787909463445e-06	6.459035414661649932e-02	2.858226539476345640e-01
5.426704173111529528e-06	6.415624463140755240e-02	2.830495944757022708e-01
1.048264798253484287e-05	6.373689955744020474e-02	2.803552014911988577e-01
3.823773738156899249e-06	6.331784651475956538e-02	2.776770983763200418e-01
5.075476563198844104e-06	6.291259237930005299e-02	2.750500251193984669e-01
8.282258448510937399e-08	6.250806279197798632e-02	2.724632159768129447e-01
4.199999837431467320e-07	6.211637611452999752e-02	2.699003551645084986e-01
4.663061785627198308e-06	6.172588755645633946e-02	2.674013618258049840e-01
2.838761947968060362e-06	6.134577016458946791e-02	2.648997862884970855e-01
6.058798707186952015e-07	6.096853371977709740e-02	2.624853000037994377e-01
5.323323521017053750e-07	6.059921712270269906e-02	2.600422545878984804e-01
4.169312497248611749e-06	6.023450245386525320e-02	2.577091230702257540e-01
3.129779257537990134e-06	5.987510378495755625e-02	2.553220162747742439e-01
6.313091480102117625e-07	5.952214215358303528e-02	2.530672322971894150e-01
5.892378473149051388e-06	5.917275934954823596e-02	2.507336277991247808e-01
1.785755433504621070e-06	5.883098258537949182e-02	2.485543191068374236e-01
9.533152104080136469e-06	5.849107772408756317e-02	2.462719272995868292e-01
1.829170912293065498e-06	5.816025527620412305e-02	2.441653476405980516e-01
1.440922703641045466e-06	5.782887229426766224e-02	2.419320172849080686e-01
6.394660310812816384e-06	5.750903405517225619e-02	2.398955383962503851e-01
1.651279545100692303e-05	5.718558191551043751e-02	2.377092484602633671e-01
3.927706857670409946e-10	5.687509622416075244e-02	2.357403528740539267e-01
9.785870394019013929e-07	5.656127879558442428e-02	2.335992046211919915e-01
3.071411772678778185e-06	5.625886631781290559e-02	2.316954791768857658e-01
8.049928553188756553e-07	5.595483659109325159e-02	2.295976885446808780e-01
1.264833087552194590e-05	5.565940545290817831e-02	2.277568185120830702e-01
4.838427260928090945e-08	5.536476812159461802e-02	2.257607256748829783e-01
5.046442224897196294e-07	5.507564757905526742e-02	2.240010839360913608e-01
1.884086460179901223e-06	5.479013722375190854e-02	2.221339213694997761e-01
1.626014666362973760e-06	5.450709157317676357e-02	2.204289691739527157e-01
4.671107239673233380e-06	5.423086999339117587e-02	2.185919576095347594e-01
1.731694736051281325e-06	5.395393018813682967e-02	2.169399657600567244e-01
3.001930553234166688e-06	5.368557468941190930e-02	2.151322408283248278e-01
1.460865158620094917e-06	5.341569570813724938e-02	2.135315316003753017e-01
3.402501306037919448e-06	5.315445676809400777e-02	2.117522743941820107e-01
2.659310330721531557e-06	5.289187292149519909e-02	2.102012204595054279e-01
1.508933923491384554e-06	5.263643325311092441e-02	2.084496546711395448e-01
1.889249219150235248e-07	5.238125225646653865e-02	2.069466780082420687e-01
1.916203693441698164e-06	5.213130955604790284e-02	2.052220671952298403e-01
5.458640460129227101e-08	5.188302440389370301e-02	2.037656379885102453e-01
1.538955624033611080e-06	5.163846846602859753e-02	2.020672829747492127e-01
5.721361680588454846e-06	5.139617127057212465e-02	2.012648285381198887e-01
5.826534850150721923e-07	5.115730116387867676e-02	2.007801083880247361e-01
2.128866523065653382e-07	5.092041902364034811e-02	2.000342721757462083e-01
1.082611409179701223e-06	5.068677654548922606e-02	1.995338845981121101e-01
6.727545631690645678e-08	5.045555770006261709e-02	1.988019798249305303e-01
6.319271819484745256e-06	5.022724751502365831e-02	1.982861867727778726e-01
1.773251233849748587e-06	5.000134628016212474e-02	1.975688886604360928e-01
1.101942318060267212e-06	4.977829369812216548e-02	1.970378882762899853e-01
1.611391535760731131e-07	4.955747455089615922e-02	1.963358598277445410e-01
2.596859954656638436e-06	4.933918235459991419e-02	1.958896582297770250e-01
4.606598046075216502e-07	4.912313655117139799e-02	1.951036839252986432e-01
2.907309289701398569e-07	4.890995732012713704e-02	1.948043931413327157e-01
2.142383917380641378e-06	4.869828847269530581e-02	1.939627732285492956e-01
4.672862117770237855e-07	4.848963188871661251e-02	1.937153174019236035e-01
4.106945073075601860e-06	4.828246432127723808e-02	1.928575252356427572e-01
3.120195812376198516e-06	4.807795849222999685e-02	1.926233003889779027e-01
7.793654271504024678e-06	4.787524722804471777e-02	1.917495659839122402e-01
1.993942574302076665e-06	4.767478359844775498e-02	1.915291462060793592e-01
9.531787832361970914e-07	4.747621199425672289e-02	1.906396559687473236e-01
6.064375823733314519e-08	4.727992457805271082e-02	1.904335982957880424e-01
2.387956330007767747e-06	4.708535395188195860e-02	1.895285011988356305e-01
4.318834739471671957e-07	4.689315803180317543e-02	1.893373437273926929e-01
1.168373668924971298e-07	4.670222412524052680e-02	1.884352650047007027e-01
9.002510878985958698e-07	4.651390203530605949e-02	1.882410171824754341e-01
5.202499428653972746e-07	4.632644040997686841e-02	1.873653718040448335e-01
8.303558282352074826e-07	4.614215669909921269e-02	1.871452046595682428e-01
4.974322258960439669e-08	4.595795617562768720e-02	1.863809430513862220e-01
4.725642502303659120e-07	4.577742812240987585e-02	1.860504469176851861e-01
6.460995649604228674e-08	4.559654165010900567e-02	1.853942583048057147e-01
1.705998289164289972e-08	4.541975656434871222e-02	1.849954078093725973e-01
2.593488090951723279e-09	4.524247579214199511e-02	1.844059100118931038e-01
8.628654968312332585e-08	4.506911211457789029e-02	1.840191286016018002e-01
1.659363492167997833e-06	4.489532755525304369e-02	1.834164490793863678e-01
1.395601317177863621e-06	4.472483176123071003e-02	1.830424851823517773e-01
